Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
140 Braebrook Dr,https://www.zoocasa.com/whitby-on-real-estate/140-braebrook-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F4c7d5cfc-0de3-4475-ab92-48919eb41855.jpg&w=640&q=75,Sold,"$1,185,000","List Price$899,900",3 months ,4 Bed,3 Bath,N/A sqft
22 Whitewater St,https://www.zoocasa.com/whitby-on-real-estate/22-whitewater-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,025,999","List Price$699,900",3 months ,3 Bed,3 Bath,1100–1500 sqft
ph10 - 340 Watson St,https://www.zoocasa.com/whitby-on-real-estate/ph10-340-watson-st-w,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F2c608f21-a512-4287-a240-192eb2a7384e.jpg&w=640&q=75,Sold,"$940,000","List Price$799,900",Sold 3 Months Ago,2 Bed,2 Bath,1000–1199 sqft
81 Knotty Pine Dr,https://www.zoocasa.com/whitby-on-real-estate/81-knotty-pine-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,290,111","List Price$899,900",3 months ,3 Bed,3 Bath,N/A sqft
60 Croxall Blvd,https://www.zoocasa.com/whitby-on-real-estate/60-croxall-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,575,000","List Price$1,499,888",Sold 3 Months Ago,4 Bed,3 Bath,N/A sqft
7 Broughton Crt,https://www.zoocasa.com/whitby-on-real-estate/7-broughton-ct,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,300,000","List Price$999,900",3 months ,4 Bed,4 Bath,2000–2500 sqft
3 Goldeye St S,https://www.zoocasa.com/whitby-on-real-estate/3-goldeye-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$995,000","List Price$799,000",3 months ,3 Bed,3 Bath,N/A sqft
211 Dovedale Dr,https://www.zoocasa.com/whitby-on-real-estate/211-dovedale-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$941,000","List Price$699,999",3 months ,3 Bed,3 Bath,N/A sqft
37 Prospect Way,https://www.zoocasa.com/whitby-on-real-estate/37-prospect-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$999,000","List Price$899,900",Sold 3 Months Ago,4 Bed,3 Bath,1500–2000 sqft
102 - 670 Gordon St,https://www.zoocasa.com/whitby-on-real-estate/102-670-gordon-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$610,000","List Price$588,888",3 months ,1 Bed,1 Bath,700–799 sqft
69 Catkins Cres,https://www.zoocasa.com/whitby-on-real-estate/69-catkins-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,290,000","List Price$954,000",Sold 3 Months Ago,4 Bed,4 Bath,N/A sqft
57 Westfield Dr,https://www.zoocasa.com/whitby-on-real-estate/57-westfield-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,175,000","List Price$1,588,000",3 months ,5 Bed,5 Bath,3000–3500 sqft
706 Gilbert St W,https://www.zoocasa.com/whitby-on-real-estate/706-gilbert-st-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$910,000","List Price$650,000",3 months ,3 Bed,1 Bath,700–1100 sqft
19 Redvers St,https://www.zoocasa.com/whitby-on-real-estate/19-redvers-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,600,000","List Price$1,099,900",Sold 3 Months Ago,3 Bed,3 Bath,2500–3000 sqft
97 Elizabeth Cres S,https://www.zoocasa.com/whitby-on-real-estate/97-elizabeth-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,415,000","List Price$799,900",3 months ,3 Bed,2 Bath,1100–1500 sqft
10 Wycombe St,https://www.zoocasa.com/whitby-on-real-estate/10-wycombe-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,650,000","List Price$1,398,000",Sold 4 Months Ago,4 Bed,4 Bath,2500–3000 sqft
