Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
54 Gillings St,https://www.zoocasa.com/markham-on-real-estate/54-gillings-st,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F44e3f7f4-6917-4456-8f00-1c3f1641cbf1.jpg&w=640&q=75,Sold,"$2,300,000","List Price$1,988,000",Sold 1 Month Ago,4 Bed,4 Bath,3000–3500 sqft
36 Trothen Circ,https://www.zoocasa.com/markham-on-real-estate/36-trothen-cir,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F79ba54f4-911a-43e1-94c5-1573496fc1b5.jpg&w=640&q=75,Sold,"$1,200,000","List Price$1,238,000",1 month ,3 Bed,4 Bath,1500–2000 sqft
47 Windridge Dr,https://www.zoocasa.com/markham-on-real-estate/47-windridge-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,780,000","List Price$1,780,000",1 month ,3 Bed,2 Bath,N/A sqft
47 Connery Cres,https://www.zoocasa.com/markham-on-real-estate/47-connery-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F90ba711a-ea21-4161-a19a-a9a1e7eb5f9c.jpg&w=640&q=75,Sold,"$1,350,000","List Price$998,000",1 month ,3 Bed,4 Bath,1500–2000 sqft
808 - 7373 Kennedy Rd,https://www.zoocasa.com/markham-on-real-estate/808-7373-kennedy-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F69b4e2dd-a2d7-4b21-94d3-797e7ababea0.jpg&w=640&q=75,Sold,"$838,000","List Price$699,000",Sold 1 Month Ago,3 Bed,2 Bath,1000–1199 sqft
2910 Bur Oak Ave,https://www.zoocasa.com/markham-on-real-estate/2910-bur-oak-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fa160d94b-6bc4-4604-9b73-b1501f722fba.jpg&w=640&q=75,Sold,"$1,080,000","List Price$889,000",1 month ,3 Bed,3 Bath,N/A sqft
th 6 - 392 Highway 7 Ave E,https://www.zoocasa.com/richmond-hill-on-real-estate/th-6-392-hwy-7,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F92fa26b6-2915-4464-9c2f-15250e7a5488.jpg&w=640&q=75,Sold,"$1,668,000","List Price$1,699,000",1 month ,3 Bed,5 Bath,2000–2249 sqft
44 Roy Grove Way,https://www.zoocasa.com/markham-on-real-estate/44-roy-grv-wy,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,277,000","List Price$1,288,000",1 month ,3 Bed,3 Bath,1800–1999 sqft
th5 - 390 Highway 7 Ave E,https://www.zoocasa.com/richmond-hill-on-real-estate/th5-390-hwy-7,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fc98ffd04-1c75-46af-91ff-692f33ee7fb3.jpg&w=640&q=75,Sold,"$1,720,000","List Price$1,399,000",1 month ,3 Bed,5 Bath,2000–2249 sqft
13a - 2 Alpen Way,https://www.zoocasa.com/markham-on-real-estate/13a-2-alpen-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,160,000","List Price$899,000",1 month ,3 Bed,3 Bath,1600–1799 sqft
68 Schouten Cres,https://www.zoocasa.com/markham-on-real-estate/68-schouten-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,130,000","List Price$898,000",Sold 1 Month Ago,3 Bed,3 Bath,N/A sqft
506b - 8 Rouge Valley Dr W,https://www.zoocasa.com/markham-on-real-estate/506b-8-rouge-valley-dr-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$916,000","List Price$938,000",1 month ,2 Bed,2 Bath,700–799 sqft
211 Stather Cres,https://www.zoocasa.com/markham-on-real-estate/211-stather-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,250,000","List Price$998,000",Sold 1 Month Ago,3 Bed,3 Bath,N/A sqft
11 Chatelaine Dr,https://www.zoocasa.com/markham-on-real-estate/11-chatelaine-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,837,000","List Price$1,680,000",1 month ,4 Bed,4 Bath,2500–3000 sqft
17 Herbert Wales Cres,https://www.zoocasa.com/markham-on-real-estate/17-herbert-wales-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,450,000","List Price$2,450,000",Sold 1 Month Ago,5 Bed,6 Bath,N/A sqft
234 Bayview Fairways Dr,https://www.zoocasa.com/markham-on-real-estate/234-bayview-fairways-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,950,000","List Price$1,688,000",1 month ,4 Bed,3 Bath,N/A sqft
69 Murison Dr,https://www.zoocasa.com/markham-on-real-estate/69-murison-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,930,000","List Price$1,690,000",1 month ,4 Bed,4 Bath,2500–3000 sqft
5 Vitanna Rd,https://www.zoocasa.com/markham-on-real-estate/5-vitanna-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,100,000","List Price$1,849,900",1 month ,4 Bed,4 Bath,3000–3500 sqft
11 Barrington Cres,https://www.zoocasa.com/markham-on-real-estate/11-barrington-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,520,000","List Price$1,388,888",Sold 1 Month Ago,3 Bed,4 Bath,N/A sqft
302 - 9506 Markham Rd,https://www.zoocasa.com/markham-on-real-estate/302-9506-markham-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$780,000","List Price$789,800",1 month ,1 Bed,2 Bath,700–799 sqft
1102 - 99 South Town Centre Blvd,https://www.zoocasa.com/markham-on-real-estate/1102-99-s-town-centre-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$556,088","List Price$598,000",1 month ,1 Bed,1 Bath,500–599 sqft
527 - 8228 Birchmount Rd,https://www.zoocasa.com/markham-on-real-estate/527-8228-birchmount-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fe6f88e9b-a845-43f5-a56e-79e8ec8413b8.jpg&w=640&q=75,Sold,"$753,000","List Price$668,000",1 month ,1 Bed,1 Bath,700–799 sqft
419 - 7805 Bayview Ave,https://www.zoocasa.com/markham-on-real-estate/419-7805-bayview-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$935,000","List Price$888,000",1 month ,2 Bed,2 Bath,1200–1399 sqft
316 - 18 Uptown Dr,https://www.zoocasa.com/markham-on-real-estate/316-18-uptown-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$890,000","List Price$699,000",1 month ,2 Bed,2 Bath,800–899 sqft
43 Trojan Cres,https://www.zoocasa.com/markham-on-real-estate/43-trojan-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,465,000","List Price$1,088,000",1 month ,3 Bed,3 Bath,1500–2000 sqft
23 Glenbourne Park Dr,https://www.zoocasa.com/markham-on-real-estate/23-glenbourne-park-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$3,900,000","List Price$4,280,000",1 month ,5 Bed,7 Bath,3500–5000 sqft
51 Douglas Haig Dr,https://www.zoocasa.com/markham-on-real-estate/51-douglas-haig-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff817c869-9772-4a48-afa6-937f439514ae.jpg&w=640&q=75,Sold,"$1,501,000","List Price$1,388,800",1 month ,4 Bed,4 Bath,2000–2500 sqft
80 Aries Cres,https://www.zoocasa.com/markham-on-real-estate/80-aries-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,415,000","List Price$1,428,800",1 month ,3 Bed,3 Bath,1500–2000 sqft
802 - 277 South Park Rd,https://www.zoocasa.com/markham-on-real-estate/802-277-south-park-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F8998ec29-2a8d-4358-a0fb-ffe392b473c4.jpg&w=640&q=75,Sold,"$770,000","List Price$699,900",1 month ,1 Bed,1 Bath,700–799 sqft
ph06 - 8228 Birchmount Rd,https://www.zoocasa.com/markham-on-real-estate/ph06-8228-birchmount-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$720,000","List Price$538,000",Sold 1 Month Ago,1 Bed,1 Bath,600–699 sqft
229 - 20 Fred Varley Dr,https://www.zoocasa.com/markham-on-real-estate/229-20-fred-varley-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,515,000","List Price$1,550,000",1 month ,2 Bed,3 Bath,1400–1599 sqft
10 Erlane Ave,https://www.zoocasa.com/markham-on-real-estate/10-erlane-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,350,000","List Price$1,999,000",Sold 1 Month Ago,3 Bed,2 Bath,N/A sqft
97 Pond Dr,https://www.zoocasa.com/markham-on-real-estate/97-pond-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,038,000","List Price$799,000",1 month ,2 Bed,2 Bath,1000–1199 sqft
52 Wuhan Lane,https://www.zoocasa.com/markham-on-real-estate/52-wuhan-lane,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fee99e1e9-5d9e-491c-be74-585ca7bfe8e8.jpg&w=640&q=75,Sold,"$1,580,000","List Price$1,390,000",1 month ,4 Bed,5 Bath,2000–2500 sqft
8 Calderbridge Cres,https://www.zoocasa.com/markham-on-real-estate/8-calderbridge-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,368,000","List Price$1,990,000",1 month ,4 Bed,4 Bath,3500–5000 sqft
10 Zeng Cheng Dr,https://www.zoocasa.com/markham-on-real-estate/10-zeng-cheng-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,550,000","List Price$1,388,000",Sold 1 Month Ago,3 Bed,3 Bath,2000–2500 sqft
36 Smoothwater Terr,https://www.zoocasa.com/markham-on-real-estate/36-smoothwater-terr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff3eed246-b4c5-4c95-8601-9760887a7dc7.jpg&w=640&q=75,Sold,"$2,000,000","List Price$1,999,900",1 month ,4 Bed,4 Bath,3000–3500 sqft
98 Viscount Dr,https://www.zoocasa.com/markham-on-real-estate/98-viscount-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,900,800","List Price$1,599,000",1 month ,4 Bed,5 Bath,2500–3000 sqft
108 - 7363 Kennedy Rd,https://www.zoocasa.com/markham-on-real-estate/108-7363-kennedy-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F49b5c66c-59a8-4baa-ac7b-e005618a0c95.jpg&w=640&q=75,Sold,"$615,000","List Price$629,800",1 month ,1 Bed,1 Bath,600–699 sqft
26 Southampton Ave,https://www.zoocasa.com/markham-on-real-estate/26-southampton-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F27c1182d-beaa-4daa-816a-e552f8c5aedd.jpg&w=640&q=75,Sold,"$1,420,500","List Price$1,280,000",Sold 1 Month Ago,3 Bed,3 Bath,N/A sqft
32 Bakerdale Rd,https://www.zoocasa.com/markham-on-real-estate/32-bakerdale-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fced87662-1555-4f56-a1fb-cd0715727946.jpg&w=640&q=75,Sold,"$1,458,000","List Price$1,299,000",1 month ,3 Bed,2 Bath,N/A sqft
19 Thimbleweed St,https://www.zoocasa.com/markham-on-real-estate/19-thimbleweed-st,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F7c6f5fa5-993e-4da4-a09d-4ee8d356c2a4.jpg&w=640&q=75,Sold,"$1,772,880","List Price$1,490,000",1 month ,4 Bed,5 Bath,2000–2500 sqft
34 Solace Rd,https://www.zoocasa.com/markham-on-real-estate/34-solace-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,000,000","List Price$2,058,000",1 month ,4 Bed,5 Bath,3000–3500 sqft
710a - 1 Upper Duke Cres,https://www.zoocasa.com/markham-on-real-estate/710a-1-upper-duke-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$748,000","List Price$748,000",1 month ,1 Bed,1 Bath,600–699 sqft
127 Roxbury St,https://www.zoocasa.com/markham-on-real-estate/127-roxbury-st,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F4580db81-3737-4bd1-bd82-978572daa7db.jpg&w=640&q=75,Sold,"$1,399,000","List Price$1,399,000",1 month ,3 Bed,4 Bath,N/A sqft
96 Mansfield Lane,https://www.zoocasa.com/markham-on-real-estate/96-mansfield-ln,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fbf8c75fc-5319-417c-8ee9-aa93ebb1ae74.jpg&w=640&q=75,Sold,"$1,860,000","List Price$1,780,000",Sold 1 Month Ago,4 Bed,6 Bath,2000–2500 sqft
355 Williamson Rd,https://www.zoocasa.com/markham-on-real-estate/355-williamson-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F3b1ad77d-50d3-4a08-a10f-983b65db6227.jpg&w=640&q=75,Sold,"$1,920,000","List Price$2,100,000",Sold 1 Month Ago,5 Bed,5 Bath,N/A sqft
611 Country Glen Rd,https://www.zoocasa.com/markham-on-real-estate/611-country-glen-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,348,000","List Price$999,000",1 month ,3 Bed,4 Bath,2000–2500 sqft
41 Garnish Green,https://www.zoocasa.com/markham-on-real-estate/41-garnish-green,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,570,000","List Price$1,599,800",Sold 1 Month Ago,4 Bed,4 Bath,2000–2500 sqft
23a - 1 Alpen Way,https://www.zoocasa.com/markham-on-real-estate/23a-1-alpen-way,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F951e81f2-f5d9-4c37-8e26-95c3615f7baf.jpg&w=640&q=75,Sold,"$1,130,000","List Price$1,190,000",Sold 1 Month Ago,3 Bed,3 Bath,1600–1799 sqft
807 - 399 South Park Rd,https://www.zoocasa.com/markham-on-real-estate/807-399-south-park-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fbef04dc5-c7e7-4a82-a55e-07ee4c3d86ea.jpg&w=640&q=75,Sold,"$720,000","List Price$499,000",1 month ,2 Bed,2 Bath,1000–1199 sqft
20 Highbury Crt,https://www.zoocasa.com/markham-on-real-estate/20-highbury-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Faf3d3287-e7a7-4a32-b162-54d33500eab0.jpg&w=640&q=75,Sold,"$1,360,000","List Price$1,426,800",1 month ,3 Bed,4 Bath,2000–2500 sqft
50 - 1 Wootten Way S,https://www.zoocasa.com/markham-on-real-estate/50-1-wootten-way-s,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$792,000","List Price$599,999",Sold 1 Month Ago,3 Bed,2 Bath,1200–1399 sqft
38 Cimmaron St,https://www.zoocasa.com/markham-on-real-estate/38-cimmaron-st,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff31e0183-84bc-4bf3-bda9-5647380357a1.jpg&w=640&q=75,Sold,"$1,396,000","List Price$1,400,000",1 month ,3 Bed,4 Bath,1500–2000 sqft
82 Terry Fox St,https://www.zoocasa.com/markham-on-real-estate/82-terry-fox-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,300,000","List Price$1,088,888",1 month ,3 Bed,3 Bath,1500–2000 sqft
37 Carnegie Cres,https://www.zoocasa.com/markham-on-real-estate/37-carnegie-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,107,000","List Price$1,688,000",1 month ,4 Bed,4 Bath,3500–5000 sqft
54 - 141 Clark Ave,https://www.zoocasa.com/markham-on-real-estate/54-141-clark-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F76ccef30-3633-4a6f-921d-9bc4ba361318.jpg&w=640&q=75,Sold,"$830,000","List Price$789,000",1 month ,3 Bed,2 Bath,1400–1599 sqft
77 Vettese Crt,https://www.zoocasa.com/markham-on-real-estate/77-vettese-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F4a09b9a5-e842-480a-939c-28f627efeaa7.jpg&w=640&q=75,Sold,"$1,260,500","List Price$1,099,000",Sold 1 Month Ago,3 Bed,4 Bath,N/A sqft
36 Evaridge Dr,https://www.zoocasa.com/markham-on-real-estate/36-evaridge-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F8efc1180-9586-4255-88ca-f8b97c9208cb.jpg&w=640&q=75,Sold,"$1,173,000","List Price$899,900",1 month ,3 Bed,3 Bath,1500–2000 sqft
408 - 58 Adam Sellers St,https://www.zoocasa.com/markham-on-real-estate/408-58-adam-sellers-st,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff5bae35f-6dc5-4afc-ace5-5ae948ddb9ea.jpg&w=640&q=75,Sold,"$890,000","List Price$799,000",1 month ,2 Bed,2 Bath,1000–1199 sqft
18 Orsi Crt,https://www.zoocasa.com/markham-on-real-estate/18-orsi-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F2167b37f-feb6-44a7-9018-cea37b27305c.jpg&w=640&q=75,Sold,"$2,000,000","List Price$1,788,000",Sold 1 Month Ago,3 Bed,3 Bath,2000–2500 sqft
105 - 8228 Birchmount Rd,https://www.zoocasa.com/markham-on-real-estate/105-8228-birchmount-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$687,000","List Price$588,000",1 month ,1 Bed,1 Bath,600–699 sqft
607 - 15 Water Walk Dr,https://www.zoocasa.com/markham-on-real-estate/607-15-water-walk-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fbeb3c9b6-1709-421c-9137-257b79fe9483.jpg&w=640&q=75,Sold,"$815,000","List Price$839,900",1 month ,1 Bed,2 Bath,600–699 sqft
47 Hedgewood Dr,https://www.zoocasa.com/markham-on-real-estate/47-hedgewood-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,324,300","List Price$2,499,000",1 month ,4 Bed,4 Bath,3500–5000 sqft
208 - 7825 Bayview Ave,https://www.zoocasa.com/markham-on-real-estate/208-7825-bayview-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fc427c616-a309-41ec-be5f-544bad3bdccc.jpg&w=640&q=75,Sold,"$805,000","List Price$849,000",1 month ,2 Bed,2 Bath,1400–1599 sqft
2222 Donald Cousens Pkwy,https://www.zoocasa.com/markham-on-real-estate/2222-donald-cousens-pky,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,385,000","List Price$1,088,000",1 month ,3 Bed,3 Bath,1500–2000 sqft
1018 - 273 South Park Rd,https://www.zoocasa.com/markham-on-real-estate/1018-273-south-park-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$715,000","List Price$588,888",1 month ,1 Bed,1 Bath,600–699 sqft
33 Grove Rd,https://www.zoocasa.com/markham-on-real-estate/33-grove-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,580,000","List Price$999,990",1 month ,4 Bed,3 Bath,N/A sqft
405 - 7340 Markham Rd,https://www.zoocasa.com/markham-on-real-estate/405-7340-markham-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F5b47cb5a-06d7-4dfb-95c5-2bf91fed3e1c.jpg&w=640&q=75,Sold,"$891,000","List Price$748,800",1 month ,3 Bed,2 Bath,1400–1599 sqft
33 Briarwood Rd,https://www.zoocasa.com/markham-on-real-estate/33-briarwood-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F3c849263-0282-4995-878e-33b7579c3058.jpg&w=640&q=75,Sold,"$2,280,000","List Price$2,388,000",1 month ,4 Bed,5 Bath,N/A sqft
30 Clarion Cres,https://www.zoocasa.com/markham-on-real-estate/30-clarion-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,338,000","List Price$1,099,000",Sold 1 Month Ago,3 Bed,4 Bath,N/A sqft
1510 - 50 Clegg Rd,https://www.zoocasa.com/markham-on-real-estate/1510-50-clegg-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$870,000","List Price$899,900",1 month ,2 Bed,2 Bath,900–999 sqft
302 - 10 Rouge Valley Dr W,https://www.zoocasa.com/markham-on-real-estate/302-10-rouge-valley-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$638,000","List Price$549,800",Sold 1 Month Ago,1 Bed,1 Bath,0-499 sqft
306 - 20 Dunsheath Way,https://www.zoocasa.com/markham-on-real-estate/306-20-dunsheath-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$760,000","List Price$698,000",1 month ,2 Bed,2 Bath,1000–1199 sqft
16 Roy Grove Way,https://www.zoocasa.com/markham-on-real-estate/16-roy-grv-wy,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,198,000","List Price$899,000",1 month ,3 Bed,3 Bath,1600–1799 sqft
29 Durie Lane,https://www.zoocasa.com/markham-on-real-estate/29-durie-ln,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,199,000","List Price$1,199,000",Sold 1 Month Ago,4 Bed,4 Bath,N/A sqft
28 River Forest St,https://www.zoocasa.com/markham-on-real-estate/28-river-forest-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,080,000","List Price$1,699,000",1 month ,5 Bed,4 Bath,3000–3500 sqft
ph1211 - 180 Enterprise Blvd,https://www.zoocasa.com/markham-on-real-estate/ph1211-180-enterprise-blvd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F8703016a-f7cd-4c14-985a-862c3c58327a.jpg&w=640&q=75,Sold,"$801,000","List Price$698,000",1 month ,1 Bed,2 Bath,600–699 sqft
23 Royal Feathers St,https://www.zoocasa.com/markham-on-real-estate/23-royal-feathers-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,680,000","List Price$1,700,000",1 month ,4 Bed,4 Bath,2500–3000 sqft
601 Caboto Tr,https://www.zoocasa.com/markham-on-real-estate/601-caboto-trail,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,444,000","List Price$1,049,000",Sold 1 Month Ago,3 Bed,4 Bath,N/A sqft
1015 - 50 Clegg Rd,https://www.zoocasa.com/markham-on-real-estate/1015-50-clegg-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$900,000","List Price$899,900",Sold 1 Month Ago,2 Bed,2 Bath,1000–1199 sqft
543 Raymerville Dr,https://www.zoocasa.com/markham-on-real-estate/543-raymerville-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,620,000","List Price$1,488,000",1 month ,4 Bed,3 Bath,N/A sqft
