Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
47 Ainley Rd,https://www.zoocasa.com/ajax-on-real-estate/47-ainley-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,480,000","List Price$1,199,000",3 months ,4 Bed,4 Bath,2000–2500 sqft
59 Haskell Ave,https://www.zoocasa.com/ajax-on-real-estate/59-haskell-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,720,000","List Price$1,450,000",3 months ,4 Bed,3 Bath,2500–3000 sqft
103 Roberson Dr,https://www.zoocasa.com/ajax-on-real-estate/103-roberson-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,000,000","List Price$1,349,888",3 months ,4 Bed,4 Bath,N/A sqft
11 Spraggins Lane,https://www.zoocasa.com/ajax-on-real-estate/11-spraggins-ln,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$980,000","List Price$799,900",3 months ,3 Bed,3 Bath,1400–1599 sqft
7 Stockbridge Cres,https://www.zoocasa.com/ajax-on-real-estate/7-stockbridge-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F4d43e1f0-d9da-450a-b297-1430c4f006ae.jpg&w=640&q=75,Sold,"$975,000","List Price$799,000",3 months ,3 Bed,2 Bath,N/A sqft
212 Lake Drive Way W,https://www.zoocasa.com/ajax-on-real-estate/212-lake-driveway-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,325,000","List Price$1,000,000",Sold 3 Months Ago,3 Bed,4 Bath,N/A sqft
3 Sharp Cres,https://www.zoocasa.com/ajax-on-real-estate/3-sharp-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F7ea64b6d-4fee-4bcd-bf94-f8dc5e5f1a72.jpg&w=640&q=75,Sold,"$1,315,000","List Price$888,900",3 months ,3 Bed,4 Bath,N/A sqft
75 Perfitt Cres,https://www.zoocasa.com/ajax-on-real-estate/75-perfitt-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,300,786","List Price$999,000",3 months ,3 Bed,4 Bath,N/A sqft
15 Beaumont Dr,https://www.zoocasa.com/ajax-on-real-estate/15-beaumont-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F56d8ffb2-4bbf-4dea-b934-9246fb385e1b.jpg&w=640&q=75,Sold,"$1,650,000","List Price$1,099,000",Sold 3 Months Ago,4 Bed,4 Bath,N/A sqft
91 Haskell Ave,https://www.zoocasa.com/ajax-on-real-estate/91-haskell-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F6c364656-4602-4cca-9f5f-89b3a87d6667.jpg&w=640&q=75,Sold,"$1,550,000","List Price$1,198,000",3 months ,4 Bed,4 Bath,N/A sqft
4 Sargeant Ave,https://www.zoocasa.com/ajax-on-real-estate/4-sargeant-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,335,000","List Price$1,099,999",3 months ,3 Bed,3 Bath,1500–2000 sqft
30 Rumbellow Cres,https://www.zoocasa.com/ajax-on-real-estate/30-rumbellow-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff32374a7-13f0-4f32-8c80-1f3d2a3bb9cd.jpg&w=640&q=75,Sold,"$2,300,000","List Price$1,590,000",3 months ,5 Bed,6 Bath,3500–5000 sqft
402 - 2 Westney Rd N,https://www.zoocasa.com/ajax-on-real-estate/402-2-westney-rd-n,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F437b0b22-2bfb-427f-920c-42512431d73b.jpg&w=640&q=75,Sold,"$685,000","List Price$499,999",3 months ,2 Bed,2 Bath,900–999 sqft
34 Todd Rd,https://www.zoocasa.com/ajax-on-real-estate/34-todd-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F009a163d-d56b-4cfc-8994-8a8b33f37015.jpg&w=640&q=75,Sold,"$1,400,000","List Price$998,000",3 months ,3 Bed,3 Bath,N/A sqft
7 Sidaway Lane,https://www.zoocasa.com/ajax-on-real-estate/7-sidaway-lane,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ff89ef2c9-fdc1-41aa-8e39-617379ff8f45.jpg&w=640&q=75,Sold,"$1,075,000","List Price$899,900",Sold 3 Months Ago,3 Bed,3 Bath,N/A sqft
27 Tresher Crt E,https://www.zoocasa.com/ajax-on-real-estate/27-tresher-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F975023ea-001e-4ca1-bb0d-9119468425da.jpg&w=640&q=75,Sold,"$1,300,000","List Price$899,900",3 months ,3 Bed,4 Bath,1500–2000 sqft
162 Reed Dr,https://www.zoocasa.com/ajax-on-real-estate/162-reed-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F079ff2cd-6138-4daa-95e6-973f06581a65.jpg&w=640&q=75,Sold,"$1,120,000","List Price$775,000",3 months ,3 Bed,2 Bath,N/A sqft
8 Holloway Dr,https://www.zoocasa.com/ajax-on-real-estate/8-holloway-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,735,688","List Price$1,199,000",3 months ,4 Bed,3 Bath,2000–2500 sqft
101 Devineridge Ave,https://www.zoocasa.com/ajax-on-real-estate/101-devineridge-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,161,470","List Price$899,900",Sold 3 Months Ago,3 Bed,4 Bath,2000–2500 sqft
87 Hurst Dr,https://www.zoocasa.com/ajax-on-real-estate/87-hurst-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,600,000","List Price$1,079,888",3 months ,4 Bed,5 Bath,2000–2500 sqft
1004 - 44 Falby Crt,https://www.zoocasa.com/ajax-on-real-estate/1004-44-falby-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F4c39ff1c-d97a-4eb2-900c-9d8dda46a828.jpg&w=640&q=75,Sold,"$651,400","List Price$498,900",Sold 3 Months Ago,2 Bed,2 Bath,1000–1199 sqft
86 Christena Cres,https://www.zoocasa.com/ajax-on-real-estate/86-christena-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F9e07bb35-15d9-4283-aaf2-4b89764b7c36.jpg&w=640&q=75,Sold,"$1,115,000","List Price$699,000",3 months ,3 Bed,2 Bath,N/A sqft
4 Pottle Lane,https://www.zoocasa.com/ajax-on-real-estate/4-pottle-ln,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$896,000","List Price$699,900",Sold 3 Months Ago,3 Bed,2 Bath,1400–1599 sqft
14 Bray Dr,https://www.zoocasa.com/ajax-on-real-estate/14-bray-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,800,000","List Price$1,400,000",3 months ,4 Bed,4 Bath,3000–3500 sqft
24 Westacott Cres,https://www.zoocasa.com/ajax-on-real-estate/24-westacott-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,025,000","List Price$1,499,000",3 months ,4 Bed,5 Bath,N/A sqft
33 Horton St,https://www.zoocasa.com/ajax-on-real-estate/33-horton-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$999,999","List Price$788,000",3 months ,3 Bed,4 Bath,N/A sqft
763 Audley Rd S,https://www.zoocasa.com/ajax-on-real-estate/763-audley-rd-s,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,880,000","List Price$1,399,900",3 months ,4 Bed,4 Bath,N/A sqft
78 Ashbury Blvd,https://www.zoocasa.com/ajax-on-real-estate/78-ashbury-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,368,000","List Price$1,460,000",3 months ,4 Bed,3 Bath,N/A sqft
57 Pembry Dr,https://www.zoocasa.com/ajax-on-real-estate/57-pembry-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,375,000","List Price$899,000",3 months ,3 Bed,3 Bath,N/A sqft
13 Ontario St,https://www.zoocasa.com/ajax-on-real-estate/13-ontario-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,125,000","List Price$1,049,999",Sold 3 Months Ago,3 Bed,2 Bath,N/A sqft
1503 - 66 Falby Crt,https://www.zoocasa.com/ajax-on-real-estate/1503-66-falby-ct,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fdc999387-f8da-40b7-89e3-ad18cbef8f3a.jpg&w=640&q=75,Sold,"$665,000","List Price$499,900",3 months ,2 Bed,2 Bath,1000–1199 sqft
7 Woodhouse Cres,https://www.zoocasa.com/ajax-on-real-estate/7-woodhouse-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$956,580","List Price$720,000",3 months ,3 Bed,2 Bath,700–1100 sqft
52 Kerrison Dr W,https://www.zoocasa.com/ajax-on-real-estate/52-kerrison-dr-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,775,000","List Price$1,299,900",3 months ,5 Bed,5 Bath,3000–3500 sqft
37 Keenlyside Lane,https://www.zoocasa.com/ajax-on-real-estate/37-keenlyside-ln,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fa5574423-086b-45b3-bf77-c2b6c907c774.jpg&w=640&q=75,Sold,"$999,999","List Price$799,990",3 months ,3 Bed,4 Bath,1500–2000 sqft
48 Carpendale Cres S,https://www.zoocasa.com/ajax-on-real-estate/48-carpendale-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,198,000","List Price$1,100,000",3 months ,3 Bed,4 Bath,N/A sqft
104 - 44 Falby Crt,https://www.zoocasa.com/ajax-on-real-estate/104-44-falby-ct,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$600,000","List Price$469,900",3 months ,2 Bed,2 Bath,1000–1199 sqft
26 Magill Dr E,https://www.zoocasa.com/ajax-on-real-estate/26-magill-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F73c9748f-6e25-459b-aa03-1e1e2199d6f8.jpg&w=640&q=75,Sold,"$1,450,000","List Price$1,299,999",3 months ,4 Bed,4 Bath,N/A sqft
27 Blunden Rd,https://www.zoocasa.com/ajax-on-real-estate/27-blunden-rd,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Feb932f3f-2ff1-403d-8fd0-7f48af3ddb36.jpg&w=640&q=75,Sold,"$915,000","List Price$749,000",Sold 3 Months Ago,2 Bed,3 Bath,1100–1500 sqft
406 - 191 Lake Drive Way W,https://www.zoocasa.com/ajax-on-real-estate/406-191-lake-driveway-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$705,217","List Price$499,900",3 months ,2 Bed,2 Bath,900–999 sqft
50 Hornsell Circ,https://www.zoocasa.com/ajax-on-real-estate/50-hornsell-cir,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,200,000","List Price$899,000",3 months ,3 Bed,3 Bath,N/A sqft
875 Finley Ave,https://www.zoocasa.com/ajax-on-real-estate/875-finley-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fad658416-b392-45c1-8110-6d9ade2ec07d.jpg&w=640&q=75,Sold,"$900,000","List Price$899,000",3 months ,3 Bed,2 Bath,N/A sqft
52 Keywood St,https://www.zoocasa.com/ajax-on-real-estate/52-keywood-st,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F037425c7-87e5-4fe0-8b09-35d3587b8a64.jpg&w=640&q=75,Sold,"$1,200,000","List Price$849,000",Sold 3 Months Ago,3 Bed,4 Bath,1100–1500 sqft
14 Lovegrove Lane,https://www.zoocasa.com/ajax-on-real-estate/14-lovegrove-ln,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$700,000","List Price$599,999",Sold 3 Months Ago,2 Bed,2 Bath,1000–1199 sqft
17 Reevesmere Lane,https://www.zoocasa.com/ajax-on-real-estate/17-reevesmere-ln,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fa2d28df5-75a5-4d43-8661-c56f1e25448e.jpg&w=640&q=75,Sold,"$1,001,000","List Price$769,000",3 months ,3 Bed,3 Bath,N/A sqft
220 Lake Driveway Dr W,https://www.zoocasa.com/ajax-on-real-estate/220-lake-driveway-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,400,000","List Price$899,975",Sold 3 Months Ago,3 Bed,3 Bath,N/A sqft
37 Lawrie Rd,https://www.zoocasa.com/ajax-on-real-estate/37-lawrie-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,260,000","List Price$990,000",3 months ,3 Bed,2 Bath,1500–2000 sqft
42 Reed Dr,https://www.zoocasa.com/ajax-on-real-estate/42-reed-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,505,000","List Price$1,099,990",Sold 3 Months Ago,4 Bed,4 Bath,N/A sqft
5 Clover Ridge Dr W,https://www.zoocasa.com/ajax-on-real-estate/5-clover-ridge-dr-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$875,000","List Price$599,900",3 months ,3 Bed,2 Bath,1200–1399 sqft
40 Quarrie Lane,https://www.zoocasa.com/ajax-on-real-estate/40-quarrie-ln,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$990,000","List Price$799,800",Sold 3 Months Ago,3 Bed,3 Bath,1500–2000 sqft
45 Workmen's Circ,https://www.zoocasa.com/ajax-on-real-estate/45-workmens-cir,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F16873e4e-2627-471e-b5eb-b9a9ec6cb348.jpg&w=640&q=75,Sold,"$1,751,000","List Price$1,299,800",3 months ,3 Bed,4 Bath,2500–3000 sqft
ln - 39 Ventura Lane,https://www.zoocasa.com/ajax-on-real-estate/ln-39-ventura-ln,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,050,000","List Price$789,000",3 months ,3 Bed,3 Bath,N/A sqft
2 Gill Cres,https://www.zoocasa.com/ajax-on-real-estate/2-gill-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F6e4f9974-0f99-4073-9d9e-0441267263a7.jpg&w=640&q=75,Sold,"$1,155,000","List Price$899,000",Sold 3 Months Ago,4 Bed,4 Bath,1500–2000 sqft
10 Hardman Lane,https://www.zoocasa.com/ajax-on-real-estate/10-hardman-lane,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,225,000","List Price$899,000",3 months ,3 Bed,3 Bath,N/A sqft
144 Kingston Rd W,https://www.zoocasa.com/ajax-on-real-estate/144-kingston-rd-w,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F3042c0d4-1e3f-44fb-a2a3-9945209f46f3.jpg&w=640&q=75,Sold,"$755,000","List Price$599,999",3 months ,2 Bed,2 Bath,1000–1199 sqft
35 Ventris Dr,https://www.zoocasa.com/ajax-on-real-estate/35-ventris-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,426,000","List Price$999,999",3 months ,4 Bed,4 Bath,N/A sqft
12 Thackery Dr,https://www.zoocasa.com/ajax-on-real-estate/12-thackery-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F71f08403-6af8-45dd-bc4f-0d630194ba50.jpg&w=640&q=75,Sold,"$1,315,000","List Price$998,999",3 months ,4 Bed,3 Bath,N/A sqft
35 Westacott Cres,https://www.zoocasa.com/ajax-on-real-estate/35-westacott-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F474548c8-0ef2-4bc8-bc6d-6450505623e9.jpg&w=640&q=75,Sold,"$2,120,000","List Price$1,500,000",3 months ,5 Bed,5 Bath,3500–5000 sqft
6 Perfitt Cres,https://www.zoocasa.com/ajax-on-real-estate/6-perfitt-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,375,000","List Price$899,900",3 months ,3 Bed,4 Bath,N/A sqft
48 Westray Cres,https://www.zoocasa.com/ajax-on-real-estate/48-westray-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F326069ee-f41f-4249-b8b5-b72ab5d050c8.jpg&w=640&q=75,Sold,"$1,180,000","List Price$899,000",3 months ,3 Bed,3 Bath,N/A sqft
5 Beer Cres,https://www.zoocasa.com/ajax-on-real-estate/5-beer-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fa82d4790-f8be-48ee-aa23-5cb990f22f06.jpg&w=640&q=75,Sold,"$1,101,000","List Price$849,000",3 months ,3 Bed,3 Bath,N/A sqft
318 - 189 Lake Driveway Dr W,https://www.zoocasa.com/ajax-on-real-estate/318-189-lake-driveway-w,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fd323bfa9-b059-41ce-8633-3da842d0e5b3.jpg&w=640&q=75,Sold,"$667,000","List Price$499,900",3 months ,2 Bed,2 Bath,900–999 sqft
6 Dorling Ave,https://www.zoocasa.com/ajax-on-real-estate/6-dorling-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F941ecbd7-213f-48b2-81c2-78a4694a4890.jpg&w=640&q=75,Sold,"$1,235,000","List Price$1,095,000",Sold 3 Months Ago,3 Bed,2 Bath,1100–1500 sqft
47 Booth Cres,https://www.zoocasa.com/ajax-on-real-estate/47-booth-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fcf225f14-deaa-49dd-a3b1-5d37fa7b1990.jpg&w=640&q=75,Sold,"$1,131,000","List Price$849,900",3 months ,3 Bed,4 Bath,1500–2000 sqft
28 Trowell Lane,https://www.zoocasa.com/ajax-on-real-estate/28-trowell-ln,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F05721d78-f453-4931-912d-f6a1da10b56a.jpg&w=640&q=75,Sold,"$999,000","List Price$799,000",Sold 3 Months Ago,3 Bed,3 Bath,1400–1599 sqft
66 Lucas Lane,https://www.zoocasa.com/ajax-on-real-estate/66-lucas-ln,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F5b734f29-1ea9-47bf-b214-e0fb81517055.jpg&w=640&q=75,Sold,"$930,000","List Price$699,000",3 months ,2 Bed,2 Bath,900–999 sqft
125 Hearne Cres,https://www.zoocasa.com/ajax-on-real-estate/125-hearne-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F9e201f52-0c65-45c1-a8ab-2d388aef1c4f.jpg&w=640&q=75,Sold,"$1,210,500","List Price$889,000",3 months ,3 Bed,3 Bath,N/A sqft
65 Clements Rd E,https://www.zoocasa.com/ajax-on-real-estate/65-clements-rd-e,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Fa911eafa-5a51-4b88-abd8-bfb40483ce5f.jpg&w=640&q=75,Sold,"$1,246,000","List Price$899,900",Sold 4 Months Ago,4 Bed,3 Bath,N/A sqft
257 Monarch Ave,https://www.zoocasa.com/ajax-on-real-estate/257-monarch-ave,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F2671f3d9-ac85-4af6-8c06-c9d7ae6b2409.jpg&w=640&q=75,Sold,"$999,999","List Price$799,000",4 months ,3 Bed,3 Bath,1500–2000 sqft
46 Cumberland Lane,https://www.zoocasa.com/ajax-on-real-estate/46-cumberland-ln,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$818,000","List Price$599,900",4 months ,3 Bed,2 Bath,1600–1799 sqft
25 Harman Dr,https://www.zoocasa.com/ajax-on-real-estate/25-harman-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F4e21572c-a3a5-425e-b8da-7d28267dfe4e.jpg&w=640&q=75,Sold,"$1,110,000","List Price$769,000",3 months ,3 Bed,2 Bath,N/A sqft
1105 - 44 Falby Crt,https://www.zoocasa.com/ajax-on-real-estate/1105-44-falby-ct,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$600,000","List Price$489,900",4 months ,2 Bed,2 Bath,1000–1199 sqft
25 Bartlett Dr,https://www.zoocasa.com/ajax-on-real-estate/25-bartlett-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,000,000","List Price$1,200,000",4 months ,4 Bed,4 Bath,3000–3500 sqft
66 O'shea Cres,https://www.zoocasa.com/ajax-on-real-estate/66-oshea-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,667,000","List Price$1,400,000",4 months ,4 Bed,4 Bath,3000–3500 sqft
812 - 92 Church St S,https://www.zoocasa.com/ajax-on-real-estate/812-92-church-st-s,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$565,000","List Price$575,000",4 months ,3 Bed,2 Bath,1400–1599 sqft
89 Chatfield Dr,https://www.zoocasa.com/ajax-on-real-estate/89-chatfield-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,102,000","List Price$749,999",Sold 4 Months Ago,3 Bed,2 Bath,N/A sqft
9 Handley Cres,https://www.zoocasa.com/ajax-on-real-estate/9-handley-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,250,000","List Price$1,099,999",4 months ,3 Bed,3 Bath,2000–2500 sqft
42 Woodcock Ave,https://www.zoocasa.com/ajax-on-real-estate/42-woodcock-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,535,000","List Price$1,200,000",4 months ,4 Bed,3 Bath,N/A sqft
806 Audley Rd S,https://www.zoocasa.com/ajax-on-real-estate/806-audley-rd-s,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$2,115,000","List Price$1,649,900",Sold 4 Months Ago,4 Bed,5 Bath,3000–3500 sqft
53 Cullcastle St,https://www.zoocasa.com/ajax-on-real-estate/53-cullcastle-st,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,007,000","List Price$799,000",4 months ,3 Bed,3 Bath,1500–2000 sqft
9 Redmond Dr,https://www.zoocasa.com/ajax-on-real-estate/9-redmond-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,480,000","List Price$999,000",4 months ,4 Bed,3 Bath,N/A sqft
408 - 195 Lake Driveway Dr W,https://www.zoocasa.com/ajax-on-real-estate/408-195-lake-driveway-w,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$628,000","List Price$499,900",Sold 4 Months Ago,2 Bed,2 Bath,900–999 sqft
10 Harridine Lane,https://www.zoocasa.com/ajax-on-real-estate/10-harridine-ln,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$831,000","List Price$599,900",4 months ,3 Bed,2 Bath,1200–1399 sqft
