Title,Title_URL,Image,Tag,Price,Price1,style_component__qn84q,style_listingdetail__b0bdg,style_listingdetail__b0bdg2,style_listingdetail__b0bdg3
160 Hodgson Dr,https://www.zoocasa.com/newmarket-on-real-estate/160-hodgson-dr,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F86403eab-6bbd-4c83-b7a4-f6f5d7ef0153.jpg&w=640&q=75,Sold,"$1,065,000","List Price$998,000",20 days ,4 Bed,3 Bath,N/A sqft
138 Flagstone Way,https://www.zoocasa.com/newmarket-on-real-estate/138-flagstone-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,115,000","List Price$899,000",Sold 26 Days Ago,3 Bed,4 Bath,1500–2000 sqft
606 - 260 Davis Dr S,https://www.zoocasa.com/newmarket-on-real-estate/606-260-davis-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$525,000","List Price$499,888",23 days ,1 Bed,1 Bath,700–799 sqft
241 Ray Snow Blvd,https://www.zoocasa.com/newmarket-on-real-estate/241-ray-snow-blvd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,585,000","List Price$1,388,000",Sold 27 Days Ago,4 Bed,4 Bath,N/A sqft
761 Joe Persechini Dr,https://www.zoocasa.com/newmarket-on-real-estate/761-joe-persechini-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$950,000","List Price$899,900",22 days ,3 Bed,3 Bath,1500–2000 sqft
769 Pam Cres,https://www.zoocasa.com/newmarket-on-real-estate/769-pam-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,020,000","List Price$999,000",26 days ,3 Bed,4 Bath,N/A sqft
278 Billings Cres,https://www.zoocasa.com/newmarket-on-real-estate/278-billings-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2Ffd349b8a-b614-4d41-9807-f7c51a557d2b.jpg&w=640&q=75,Sold,"$1,420,000","List Price$1,199,000",Sold 21 Days Ago,4 Bed,4 Bath,N/A sqft
86 Vantage Loop,https://www.zoocasa.com/newmarket-on-real-estate/86-vantage-lp,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,600,000","List Price$1,388,000",21 days ,4 Bed,5 Bath,N/A sqft
383 Flagstone Way,https://www.zoocasa.com/newmarket-on-real-estate/383-flagstone-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,150,000","List Price$888,000",24 days ,3 Bed,4 Bath,N/A sqft
45 Osborne Family Way,https://www.zoocasa.com/newmarket-on-real-estate/45-osborne-family-way,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$980,000","List Price$849,900",Sold 24 Days Ago,3 Bed,3 Bath,N/A sqft
151 Thoms Cres,https://www.zoocasa.com/newmarket-on-real-estate/151-thoms-cres,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F5fb2652e-2740-4f12-ac7e-88e66bbcf643.jpg&w=640&q=75,Sold,"$1,051,000","List Price$949,000",21 days ,3 Bed,3 Bath,N/A sqft
54 Simpson Rd,https://www.zoocasa.com/newmarket-on-real-estate/54-simpson-rd,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,318,000","List Price$1,349,000",22 days ,3 Bed,4 Bath,N/A sqft
281 Silverbirch Dr E,https://www.zoocasa.com/newmarket-on-real-estate/281-silverbirch-dr,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$855,000","List Price$899,000",24 days ,3 Bed,2 Bath,N/A sqft
185 Wainscot Ave,https://www.zoocasa.com/newmarket-on-real-estate/185-wainscot-ave,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,485,000","List Price$1,299,900",26 days ,4 Bed,4 Bath,N/A sqft
216 Chilcott Cres,https://www.zoocasa.com/newmarket-on-real-estate/216-chilcott-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,220,000","List Price$999,900",26 days ,3 Bed,3 Bath,N/A sqft
336 Coachwhip Tr,https://www.zoocasa.com/newmarket-on-real-estate/336-coachwhip-trail,https://www.zoocasa.com/_next/image?url=https%3A%2F%2Fcdn0.zoocasa.com%2Fimages%2Flistings%2F1ed39281-ed6b-464f-8e1e-78dacad63b0a.jpg&w=640&q=75,Sold,"$1,080,000","List Price$899,000",21 days ,3 Bed,3 Bath,N/A sqft
193 Thoms Cres,https://www.zoocasa.com/newmarket-on-real-estate/193-thoms-cres,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Sold,"$1,105,000","List Price$1,125,000",26 days ,3 Bed,3 Bath,N/A sqft
